id,marketing_channel,account_creation_method,country_code,loyalty_program,created_on
969fc51c,email,mobile,US,0,1/22/20
d6f322d3,email,mobile,US,1,1/22/20
a61b0c8e,email,mobile,CO,0,10/4/20
680220b2,email,mobile,FR,0,10/4/20
110d4026,email,mobile,US,1,10/4/20
2ab7a9fc,email,mobile,AU,0,10/4/20
3a8d7735,email,mobile,BR,1,10/4/20
00528d1a,email,mobile,US,1,10/4/20
c5362863,email,mobile,KR,1,10/4/20
2c97110d,email,mobile,CA,0,10/4/20
13fb11b7,email,mobile,GB,0,10/4/20
d226b79a,email,mobile,US,1,10/4/20
ca66ac48,email,mobile,US,1,10/4/20
8b21f0a0,email,mobile,JP,0,10/4/20
6163a580,email,mobile,FR,1,10/4/20
311b74d4,email,mobile,BR,1,6/17/21
e6688bdf,email,mobile,UA,0,6/17/21
39936bd4,email,mobile,US,1,6/17/21
fe7b9c8d,email,mobile,US,0,6/17/21
958110ec,email,mobile,MT,0,6/17/21
baa28994,email,mobile,US,0,6/17/21
45a120fc,email,mobile,MY,1,6/17/21
3256f4ee,email,mobile,US,0,6/17/21
4bf2cea6,email,mobile,ZA,1,6/17/21
a363e7a9,email,mobile,US,1,6/17/21
f63e0621,email,mobile,AU,0,6/17/21
f99fb8b0,email,mobile,BR,0,6/17/21
dbc8055a,email,mobile,US,0,2/28/22
8a9cbf0b,email,mobile,CL,1,2/28/22
48c34659,email,mobile,SA,1,2/28/22
1e03a879,email,mobile,CL,1,2/28/22
2ef92603,email,mobile,ES,1,2/28/22
305d8575,email,mobile,US,1,2/28/22
c8b27edb,email,mobile,US,1,2/28/22
bc6bb773,email,mobile,GB,1,2/28/22
7f893aba,email,mobile,US,1,2/28/22
98184324,email,mobile,PL,0,2/28/22
59648069,email,mobile,ZA,1,11/11/22
43d80f16,email,mobile,RU,0,5/12/19
53093bb0,email,mobile,US,0,5/12/19
73af85f6,email,mobile,US,1,1/23/20
5abe6a9a,email,mobile,AU,1,1/23/20
36ae4447,email,mobile,US,0,1/23/20
92a60e4a,email,mobile,US,1,1/23/20
14798219,email,mobile,ES,1,1/23/20
6ba7110d,email,mobile,US,1,1/23/20
ebb80eea,email,mobile,US,0,1/23/20
bfe12a61,email,mobile,US,1,1/23/20
7e9e5c19,email,mobile,US,0,1/23/20
b523c5af,email,mobile,US,1,10/5/20
c04fa997,email,mobile,US,1,10/5/20
ac55b62f,email,mobile,SE,1,10/5/20
62a3f161,email,mobile,US,0,10/5/20
c70d8a96,email,mobile,US,0,10/5/20
228788f0,email,mobile,US,1,10/5/20
54d10cda,email,mobile,US,1,10/5/20
03668b69,email,mobile,BR,0,10/5/20
b35bb8f8,email,mobile,JP,0,10/5/20
210a3318,email,mobile,US,1,10/5/20
ba9ab10b,email,mobile,GB,1,6/18/21
790b1d90,email,mobile,TR,1,6/18/21
a74eab57,email,mobile,GB,1,6/18/21
bbe491fe,email,mobile,US,1,6/18/21
4fc338e8,email,mobile,SA,1,6/18/21
520b60b4,email,mobile,US,0,6/18/21
91422365,email,mobile,US,0,6/18/21
25b23463,email,mobile,US,1,6/18/21
af56c1aa,email,mobile,NL,1,6/18/21
11d39e93,email,mobile,BR,0,6/18/21
b35c891a,email,mobile,AE,1,6/18/21
5aac3d53,email,mobile,US,0,6/18/21
53e654c9,email,mobile,BR,0,6/18/21
bab4929b,email,mobile,NL,0,6/18/21
8dc56ee7,email,mobile,MX,0,6/18/21
2aa8d269,email,mobile,US,1,6/18/21
9a7920ec,email,mobile,US,1,6/18/21
5e6bb642,email,mobile,US,1,6/18/21
c4b3747c,email,mobile,BR,0,6/18/21
d46069f1,email,mobile,AU,1,6/18/21
92540054,email,mobile,US,0,3/1/22
815afdfd,email,mobile,ES,0,3/1/22
7256472e,email,mobile,IE,1,3/1/22
d014b4b2,email,mobile,GB,0,3/1/22
ab8f7fda,email,mobile,US,1,3/1/22
ead675a6,email,mobile,GB,0,3/1/22
db5c307b,email,mobile,ES,1,3/1/22
aa813851,email,mobile,US,0,3/1/22
47f0a44d,email,mobile,JP,1,3/1/22
e7eacfb2,email,mobile,US,1,3/1/22
05e1c48b,email,mobile,US,1,3/1/22
1d4d3e82,email,mobile,US,0,3/1/22
8ad49590,email,mobile,SK,0,5/13/19
945c0567,email,mobile,US,1,5/13/19
30cc2390,email,mobile,US,0,5/13/19
9b6af38d,email,mobile,US,1,5/13/19
5fc2ed33,email,mobile,US,0,5/13/19
27b88e52,email,mobile,KR,0,5/13/19
20d8dba3,email,mobile,US,0,5/13/19
b28890ad,email,mobile,IS,1,5/13/19
d5131d0d,email,mobile,DE,1,1/24/20
1bac850a,email,mobile,IS,0,1/24/20
f4cf19e7,email,mobile,US,0,1/24/20
6be7617d,email,mobile,GB,0,1/24/20
375a89ed,email,mobile,AR,1,1/24/20
9db00b07,email,mobile,US,0,1/24/20
dc3e45f2,email,mobile,US,0,1/24/20
a8fc0a41,email,mobile,BR,1,10/6/20
55a222e8,email,mobile,IL,0,10/6/20
de63ba7a,email,mobile,US,1,10/6/20
ce85d654,email,mobile,US,1,10/6/20
73502bbd,email,mobile,MO,1,10/6/20
a341699e,email,mobile,BR,1,10/6/20
a2dd4fa9,email,mobile,US,1,10/6/20
d746d737,email,mobile,PE,1,10/6/20
e778c2e5,email,mobile,US,1,10/6/20
d8ddfc7e,email,mobile,US,1,10/6/20
507db6bc,email,mobile,HU,1,6/19/21
c0d47513,email,mobile,GB,0,6/19/21
b1071ba6,email,mobile,IE,0,6/19/21
34983fcd,email,mobile,SA,1,6/19/21
851e2e25,email,mobile,MX,1,6/19/21
63bd4029,email,mobile,US,1,6/19/21
e274f3a4,email,mobile,US,1,6/19/21
e2762f25,email,mobile,US,1,3/2/22
6505ce60,email,mobile,US,0,3/2/22
06c88bd7,email,mobile,ES,1,3/2/22
7d6cc203,email,mobile,NZ,1,3/2/22
bfbaa870,email,mobile,MX,0,3/2/22
9ee998ca,email,mobile,AE,1,3/2/22
89c313ca,email,mobile,IT,1,3/2/22
08d9611e,email,mobile,US,1,3/2/22
c6c04521,email,mobile,US,0,3/2/22
c28bded5,email,mobile,BR,0,5/14/19
daa082be,email,mobile,US,0,5/14/19
d0af0a5d,email,mobile,US,1,5/14/19
e31e4ec8,email,mobile,US,1,1/25/20
5bb1be5e,email,mobile,CL,0,1/25/20
53d26364,email,mobile,US,1,1/25/20
78dda6bb,email,mobile,US,0,1/25/20
98db0932,email,mobile,US,1,1/25/20
2342abb3,email,mobile,US,0,1/25/20
f7695f35,email,mobile,CA,1,1/25/20
9d8f0191,email,mobile,NZ,0,1/25/20
9e357147,email,mobile,NZ,1,10/7/20
39456600,email,mobile,US,1,10/7/20
cf227c01,email,mobile,US,1,10/7/20
8798315,email,mobile,US,1,10/7/20
f59b73b1,email,mobile,CL,0,10/7/20
cc057f9a,email,mobile,ZA,0,10/7/20
74bc426b,email,mobile,US,0,10/7/20
dddb93b5,email,mobile,US,1,10/7/20
ee9f9ef3,email,mobile,BR,0,10/7/20
5db8a268,email,mobile,NG,0,10/7/20
0f3839af,email,mobile,NG,1,6/20/21
ee19eb2e,email,mobile,US,1,6/20/21
8476ba33,email,mobile,GB,0,6/20/21
a952b0cb,email,mobile,US,1,6/20/21
ec480448,email,mobile,US,0,6/20/21
cab08c03,email,mobile,GB,0,6/20/21
1d77bd8c,email,mobile,US,1,6/20/21
eb4180dd,email,mobile,ZA,0,6/20/21
c344af30,email,mobile,SI,1,6/20/21
5ab6888a,email,mobile,AU,1,6/20/21
342cb622,email,mobile,US,1,6/20/21
75c9b4cc,email,mobile,HU,0,6/20/21
59f1bfc7,email,mobile,US,0,3/3/22
6b527590,email,mobile,US,1,3/3/22
5.60E+78,email,mobile,US,1,3/3/22
750d8c46,email,mobile,HK,0,3/3/22
ac67cebc,email,mobile,AU,0,3/3/22
0b18f20f,email,mobile,US,1,3/3/22
f962ec1d,email,mobile,US,1,3/3/22
19f41405,email,mobile,BR,1,3/3/22
39acb5fb,email,mobile,US,1,3/3/22
3b9d0675,email,mobile,ZA,1,3/3/22
afdd8a86,email,mobile,IT,0,11/14/22
06bd4768,email,mobile,US,1,11/14/22
77ee0779,email,mobile,US,1,11/14/22
ce804b91,email,mobile,US,0,5/15/19
bf1fe424,email,mobile,BR,0,5/15/19
f180fe29,email,mobile,GB,1,1/26/20
7b83a64f,email,mobile,US,0,1/26/20
21031ab4,email,mobile,GB,0,1/26/20
fd5a22bf,email,mobile,FR,1,1/26/20
31e65d8b,email,mobile,IT,1,1/26/20
70a674c4,email,mobile,US,0,1/26/20
278ae7d2,email,mobile,US,0,1/26/20
a9b8fabe,email,mobile,MX,0,1/26/20
c3d7623c,email,mobile,US,1,1/26/20
f34a79b3,email,mobile,PL,0,1/26/20
cae0bbd9,email,mobile,US,1,1/26/20
92697ad6,email,mobile,US,0,1/26/20
13d719c1,email,mobile,PT,0,10/8/20
144e29d2,email,mobile,US,1,10/8/20
e10bdee8,email,mobile,US,1,10/8/20
26c92654,email,mobile,US,1,10/8/20
8757de22,email,mobile,JP,1,10/8/20
1c81d6ec,email,mobile,ES,1,10/8/20
f13a0df9,email,mobile,AU,0,6/21/21
c4b2d1c2,email,mobile,US,0,6/21/21
9e07bc5c,email,mobile,US,1,6/21/21
c1f5d19a,email,mobile,US,1,6/21/21
3ffefcdb,email,mobile,NL,1,6/21/21
ac66ac7c,email,mobile,AR,0,6/21/21
fd1d753d,email,mobile,US,0,6/21/21
8e12a5d1,email,mobile,NZ,0,6/21/21
04faf77b,email,mobile,US,0,3/4/22
86950ab6,email,mobile,US,0,3/4/22
212488cd,email,mobile,AU,1,3/4/22
7cbf67a6,email,mobile,US,1,3/4/22
5103e12f,email,mobile,ID,1,3/4/22
096cb03a,email,mobile,US,0,3/4/22
b57810d6,email,mobile,BR,0,3/4/22
ca3a7b78,email,mobile,KW,1,3/4/22
b05df3f8,email,mobile,FR,0,3/4/22
d9786c93,email,mobile,US,1,3/4/22
dc272653,email,mobile,CA,1,3/4/22
8bbdb2e0,email,mobile,US,1,11/15/22
630ab367,email,mobile,US,1,11/15/22
2106cce7,email,mobile,US,1,11/15/22
e4fd4a63,email,mobile,US,1,5/16/19
493ca625,email,mobile,CA,1,1/27/20
e8eb203f,email,mobile,GB,1,1/27/20
0ab01596,email,mobile,GB,1,1/27/20
66cb520a,email,mobile,GB,1,1/27/20
5ea6c037,email,mobile,CA,0,1/27/20
660c512d,email,mobile,US,1,1/27/20
76d71938,email,mobile,US,0,1/27/20
b0ff1497,email,mobile,JP,0,10/9/20
d870baaf,email,mobile,AR,1,10/9/20
3485710,email,mobile,PE,1,10/9/20
3217c143,email,mobile,SD,0,10/9/20
c21e90ac,email,mobile,SA,1,10/9/20
ece324c7,email,mobile,US,1,10/9/20
43f19197,email,mobile,GG,1,10/9/20
49084282,email,mobile,US,0,10/9/20
a8c1aa69,email,mobile,IE,0,10/9/20
4d05d4cf,email,mobile,US,1,10/9/20
712f2f02,email,mobile,US,1,10/9/20
7e1fe80f,email,mobile,AR,1,10/9/20
2e68cebc,email,mobile,CA,1,10/9/20
27df286f,email,mobile,US,1,6/22/21
037a9924,email,mobile,US,1,6/22/21
930d6fe7,email,mobile,US,1,6/22/21
e934206d,email,mobile,GB,1,6/22/21
3493eb3e,email,mobile,BR,0,6/22/21
3a314496,email,mobile,BR,0,6/22/21
746e82b5,email,mobile,US,1,6/22/21
b3fde39a,email,mobile,US,1,6/22/21
9db84205,email,mobile,US,1,6/22/21
50787bb2,email,mobile,US,1,6/22/21
9e91df60,email,mobile,US,1,6/22/21
be4d051a,email,mobile,BR,0,3/5/22
91468cda,email,mobile,US,1,3/5/22
f0521b04,email,mobile,ES,0,3/5/22
8dbe856e,email,mobile,CL,0,3/5/22
3deac55d,email,mobile,US,1,3/5/22
1d23aa2e,email,mobile,US,1,3/5/22
c2e93112,email,mobile,SA,1,3/5/22
1e7b46f3,email,mobile,SG,1,3/5/22
392eaa7a,email,mobile,CL,0,3/5/22
7f7764c2,email,mobile,AU,1,3/5/22
50c7efe2,email,mobile,SG,0,3/5/22
bdf79036,email,mobile,MY,0,3/5/22
daa0142b,email,mobile,US,1,11/16/22
8f7c7211,email,mobile,US,1,11/16/22
86cb8f84,email,mobile,US,0,5/17/19
1fe1195f,email,mobile,CA,0,5/17/19
e65c1ee1,email,mobile,US,1,5/17/19
76c3e23a,email,mobile,US,1,1/28/20
bedd9cda,email,mobile,US,0,1/28/20
24ddcf84,email,mobile,US,0,1/28/20
b81f3b63,email,mobile,US,0,1/28/20
5389ca18,email,mobile,US,1,1/28/20
32d1aff5,email,mobile,US,0,1/28/20
1af6a9e5,email,mobile,US,1,1/28/20
3b504e67,email,mobile,AU,1,1/28/20
0c7909eb,email,mobile,JP,0,1/28/20
464ac94b,email,mobile,GB,1,1/28/20
801e8f04,email,mobile,PH,0,1/28/20
81a5a052,email,mobile,US,0,1/28/20
862288ad,email,mobile,CA,1,1/28/20
ec07d425,email,mobile,IL,1,1/28/20
010ec970,email,mobile,US,1,10/10/20
51250a42,email,mobile,GB,0,10/10/20
3ac884d3,email,mobile,HK,0,10/10/20
7139a14a,email,mobile,US,1,10/10/20
6a1333b9,email,mobile,MY,1,10/10/20
49316e0e,email,mobile,US,0,10/10/20
d76760af,email,mobile,CM,1,10/10/20
3857d220,email,mobile,US,1,10/10/20
e113c983,email,mobile,US,0,10/10/20
adb8f198,email,mobile,US,0,10/10/20
1c207610,email,mobile,US,0,6/23/21
3fec9cc2,email,mobile,US,1,6/23/21
4c43be43,email,mobile,US,0,6/23/21
dc369d54,email,mobile,CA,0,6/23/21
3ebd5669,email,mobile,US,0,6/23/21
f6b7b59b,email,mobile,US,1,6/23/21
37c89e13,email,mobile,CA,1,6/23/21
de1c656d,email,mobile,US,0,6/23/21
12c2b995,email,mobile,FR,0,6/23/21
1f31c9e6,email,mobile,CA,0,6/23/21
cbbfba17,email,mobile,JP,1,6/23/21
65a1fc23,email,mobile,US,0,6/23/21
2834bad4,email,mobile,NO,1,6/23/21
0d7bdc8e,email,mobile,PR,0,6/23/21
25121575,email,mobile,BR,0,6/23/21
6537d0de,email,mobile,US,1,6/23/21
100f44e2,email,mobile,US,0,3/6/22
61bd9f44,email,mobile,JP,1,3/6/22
ccfbac5c,email,mobile,IE,0,3/6/22
a90a8b3c,email,mobile,US,0,3/6/22
bd37c380,email,mobile,IT,1,3/6/22
6815760,email,mobile,ES,0,3/6/22
40f7d8f9,email,mobile,US,1,3/6/22
b73c69a5,email,mobile,US,1,3/6/22
e91259df,email,mobile,US,1,3/6/22
e76bd207,email,mobile,US,1,3/6/22
26ee395b,email,mobile,JP,0,3/6/22
586a584f,email,mobile,JP,1,11/17/22
b79328f4,email,mobile,US,1,5/18/19
385b9a7f,email,mobile,DE,1,5/18/19
919da6a5,email,mobile,PL,0,5/18/19
33533f72,email,mobile,IN,0,5/18/19
846e1c41,email,mobile,ES,1,1/29/20
19855146,email,mobile,ES,0,1/29/20
409909b4,email,mobile,US,1,1/29/20
d3b37ffa,email,mobile,US,1,1/29/20
41bc3338,email,mobile,US,0,1/29/20
0e9b1f0e,email,mobile,US,1,1/29/20
c9b98e91,email,mobile,US,1,1/29/20
425d695f,email,mobile,FR,0,1/29/20
a9d735fd,email,mobile,US,1,1/29/20
b847bc97,email,mobile,US,1,1/29/20
580dc583,email,mobile,FR,0,1/29/20
9fcc0821,email,mobile,US,1,1/29/20
40080d1f,email,mobile,RU,0,10/11/20
be9efd09,email,mobile,GB,0,10/11/20
d6a1ea97,email,mobile,MX,1,10/11/20
edb7727c,email,mobile,BE,1,10/11/20
8b14bf58,email,mobile,US,0,10/11/20
e7fa0f16,email,mobile,BR,1,10/11/20
3c8b5b94,email,mobile,BR,0,10/11/20
2385fdaa,email,mobile,US,1,10/11/20
38423663,email,mobile,US,1,10/11/20
20a76845,email,mobile,US,0,10/11/20
d3b93802,email,mobile,ES,0,10/11/20
1222ec8a,email,mobile,US,1,10/11/20
cf931a77,email,mobile,AU,1,10/11/20
d830ed4a,email,mobile,AE,0,6/24/21
c580104d,email,mobile,US,0,6/24/21
9eb72c83,email,mobile,GB,1,6/24/21
f44e289a,email,mobile,US,1,6/24/21
110d81f4,email,mobile,US,1,6/24/21
fa8faa10,email,mobile,KR,1,6/24/21
63a334ce,email,mobile,US,0,6/24/21
c8f95d95,email,mobile,US,1,6/24/21
d10ca476,email,mobile,QA,0,6/24/21
d60eaf45,email,mobile,US,1,6/24/21
48eea718,email,mobile,US,1,6/24/21
7e7f190b,email,mobile,US,1,6/24/21
dc3ed0f2,email,mobile,US,0,6/24/21
c87a6a63,email,mobile,TR,1,6/24/21
bda26a04,email,mobile,US,1,6/24/21
626114ab,email,mobile,TH,1,6/24/21
1bf446f7,email,mobile,MX,1,6/24/21
ed18e432,email,mobile,BR,0,3/7/22
f75ec585,email,mobile,KR,0,3/7/22
4d385d98,email,mobile,US,1,3/7/22
39795ee9,email,mobile,AT,0,3/7/22
a5ec497c,email,mobile,BR,1,3/7/22
30069de4,email,mobile,US,1,3/7/22
6eaf4780,email,mobile,US,1,3/7/22
abe75e92,email,mobile,RO,1,3/7/22
5301bc1f,email,mobile,AR,0,3/7/22
acd1e905,email,mobile,US,1,3/7/22
12ede062,email,mobile,FR,1,3/7/22
6a62451a,email,mobile,US,1,11/18/22
24199a62,email,mobile,US,1,11/18/22
938e1138,email,mobile,CA,1,5/19/19
f1892afe,email,mobile,GB,0,5/19/19
e25aa718,email,mobile,BR,0,5/19/19
33e9d6bd,email,mobile,US,0,5/19/19
25e7257b,email,mobile,US,0,5/19/19
d73a86cd,email,mobile,US,1,5/19/19
95e98216,email,mobile,US,0,1/30/20
3aa1d6f2,email,mobile,GB,1,1/30/20
1741d03f,email,mobile,US,0,1/30/20
0516b264,email,mobile,US,0,1/30/20
ba33ff98,email,mobile,CA,0,1/30/20
1bf3118a,email,mobile,ES,1,1/30/20
a2805606,email,mobile,US,1,1/30/20
263737ce,email,mobile,US,1,1/30/20
0b5cb5fa,email,mobile,US,1,1/30/20
79a9cc18,email,mobile,US,1,1/30/20
b13b3eaf,email,mobile,US,1,10/12/20
79c95616,email,mobile,SE,1,10/12/20
132065c9,email,mobile,ZA,1,10/12/20
2453e95a,email,mobile,US,0,10/12/20
0bbb04ea,email,mobile,BR,0,6/25/21
c1be8039,email,mobile,NL,0,6/25/21
38a47aef,email,mobile,ES,0,6/25/21
5ecb614c,email,mobile,GB,0,6/25/21
84fbf0ac,email,mobile,US,1,6/25/21
09799a2f,email,mobile,GB,1,6/25/21
94416145,email,mobile,GB,1,6/25/21
5be7ee1a,email,mobile,GB,1,6/25/21
d54d8a2e,email,mobile,BR,0,6/25/21
4b8dc303,email,mobile,GB,1,6/25/21
f1be9d61,email,mobile,BO,0,6/25/21
fe2e000c,email,mobile,RU,0,6/25/21
b99665be,email,mobile,ES,1,6/25/21
08fff8d6,email,mobile,ES,1,3/8/22
35ea3e84,email,mobile,US,1,3/8/22
2d266bdf,email,mobile,US,1,3/8/22
0efeac12,email,mobile,US,1,3/8/22
8012363,email,mobile,GB,1,3/8/22
9d53a5fc,email,mobile,US,1,3/8/22
e257909d,email,mobile,GB,1,3/8/22
686cfc45,email,mobile,US,1,3/8/22
358f7a25,email,mobile,GB,0,11/19/22
aae5e26a,email,mobile,US,0,11/19/22
0d522ccd,email,mobile,AU,1,11/19/22
a23d9a5d,email,mobile,GB,1,5/20/19
deefb906,email,mobile,US,0,5/20/19
a746dfcf,email,mobile,US,1,1/31/20
83c27ff0,email,mobile,CR,0,1/31/20
4f9257be,email,mobile,US,0,1/31/20
522fd21f,email,mobile,GB,1,1/31/20
aaca201a,email,mobile,CA,0,1/31/20
fcbfc5ca,email,mobile,US,1,1/31/20
0f01e4c5,email,mobile,US,1,1/31/20
b95e67cc,email,mobile,US,1,1/31/20
ca4b7770,email,mobile,JP,1,1/31/20
e911b06b,email,mobile,US,1,1/31/20
dafaedfc,email,mobile,US,1,1/31/20
7fda7e37,email,mobile,IE,1,1/31/20
47c0c5e2,email,mobile,AU,0,1/31/20
9eeadda6,email,mobile,US,1,1/31/20
08ee0a8a,email,mobile,AU,1,10/13/20
2036f9d3,email,mobile,US,0,10/13/20
17c19053,email,mobile,US,0,10/13/20
f5afd1ba,email,mobile,IT,0,10/13/20
ce1314c6,email,mobile,US,0,10/13/20
30d9d835,email,mobile,US,0,10/13/20
83da5c4f,email,mobile,US,1,10/13/20
b390e6ed,email,mobile,US,1,10/13/20
bfa85c33,email,mobile,US,1,10/13/20
6c2877d0,email,mobile,US,0,10/13/20
0a54774d,email,mobile,GL,1,10/13/20
c79eb304,email,mobile,US,0,10/13/20
b458f524,email,mobile,US,1,10/13/20
6fee2e4a,email,mobile,BR,1,6/26/21
132085d1,email,mobile,AU,1,6/26/21
4d1229da,email,mobile,AU,0,6/26/21
37a1cd6c,email,mobile,TW,1,6/26/21
6880fb85,email,mobile,AU,1,6/26/21
959a1933,email,mobile,US,0,6/26/21
931c9320,email,mobile,JP,0,6/26/21
fe218db9,email,mobile,IT,1,6/26/21
54e51eb6,email,mobile,US,0,6/26/21
5f5e6064,email,mobile,US,0,6/26/21
3ee4a7ab,email,mobile,ES,0,6/26/21
14556f39,email,mobile,NL,0,6/26/21
311ae19e,email,mobile,US,1,6/26/21
08dd9226,email,mobile,GB,0,6/26/21
8d8eeb18,email,mobile,US,1,6/26/21
fa31e3e7,email,mobile,US,0,6/26/21
79c7452f,email,mobile,GB,1,6/26/21
b3667cfe,email,mobile,AU,1,6/26/21
5e560eef,email,mobile,US,1,3/9/22
4fd1a9d6,email,mobile,BR,0,3/9/22
f910b365,email,mobile,DE,0,3/9/22
9be2951f,email,mobile,US,0,3/9/22
c26a73c0,email,mobile,GB,0,3/9/22
df8c088a,email,mobile,CO,1,3/9/22
8a5ac850,email,mobile,AU,0,3/9/22
3076b29e,email,mobile,US,0,3/9/22
b1c778a4,email,mobile,AX,1,3/9/22
f6309b84,email,mobile,GB,0,3/9/22
68ba75c6,email,mobile,US,1,3/9/22
4b4b15a1,email,mobile,ES,1,3/9/22
0543b225,email,mobile,US,0,3/9/22
8eeb011f,email,mobile,US,0,3/9/22
a26dc29d,email,mobile,AU,1,5/21/19
26b81d8c,email,mobile,AU,0,5/21/19
1ce417d7,email,mobile,US,1,2/1/20
5e60dd48,email,mobile,US,0,2/1/20
484cdd15,email,mobile,GB,1,2/1/20
1fdbe4b2,email,mobile,BH,1,2/1/20
2420f023,email,mobile,US,1,10/14/20
816af202,email,mobile,PL,0,10/14/20
93d3e0de,email,mobile,US,1,10/14/20
b0cfaa9f,email,mobile,US,1,10/14/20
99181fc0,email,mobile,US,1,10/14/20
8fec88dc,email,mobile,US,0,10/14/20
5fa1cae7,email,mobile,MX,1,10/14/20
dfeb7228,email,mobile,FR,1,10/14/20
2552f981,email,mobile,US,0,10/14/20
81dccef8,email,mobile,US,0,10/14/20
d5fd5277,email,mobile,US,1,10/14/20
75ed9019,email,mobile,US,1,10/14/20
65cbd6c4,email,mobile,US,1,10/14/20
b3fc4769,email,mobile,FR,1,10/14/20
b44cb8f9,email,mobile,US,1,10/14/20
657e5403,email,mobile,US,1,6/27/21
fed692e7,email,mobile,US,1,6/27/21
06d83caa,email,mobile,US,1,6/27/21
ee59a2fd,email,mobile,IN,1,6/27/21
cc69272c,email,mobile,US,1,6/27/21
0fd25945,email,mobile,US,1,6/27/21
fb1c8b48,email,mobile,US,0,6/27/21
22705d8a,email,mobile,ES,1,6/27/21
c759c52a,email,mobile,US,0,6/27/21
decdff4b,email,mobile,CA,1,6/27/21
5f6ad3a7,email,mobile,US,0,3/10/22
db4382ea,email,mobile,SA,0,3/10/22
b4224909,email,mobile,ZA,1,3/10/22
a51ed50a,email,mobile,US,1,3/10/22
c9c8a939,email,mobile,US,0,3/10/22
1e5eb1d8,email,mobile,US,1,3/10/22
3fd1d8bd,email,mobile,CA,1,3/10/22
4d5a2aac,email,mobile,US,0,3/10/22
899517bb,email,mobile,US,1,3/10/22
aeb127f3,email,mobile,US,1,3/10/22
45ce934e,email,mobile,US,1,3/10/22
17046915,email,mobile,KR,1,3/10/22
016d9445,email,mobile,CA,1,3/10/22
bce30a19,email,mobile,ES,1,3/10/22
dad489ff,email,mobile,US,0,3/10/22
65e9b64f,email,mobile,US,1,3/10/22
ebde0efd,email,mobile,ES,1,11/21/22
f4ec3a53,email,mobile,US,1,11/21/22
fbf47b41,email,mobile,DE,0,11/21/22
5bfbd9b0,email,mobile,US,1,11/21/22
6b6559ae,email,mobile,US,0,5/22/19
fd2240cb,email,mobile,US,0,5/22/19
4b1e99e6,email,mobile,US,0,5/22/19
40982bf9,email,mobile,US,1,5/22/19
386ce52a,email,mobile,IT,0,5/22/19
29616cc0,email,mobile,US,1,5/22/19
3f30490b,email,mobile,ES,1,2/2/20
5cf26c2c,email,mobile,CA,0,2/2/20
d4035904,email,mobile,US,0,2/2/20
cc2827a5,email,mobile,US,1,2/2/20
28b42a18,email,mobile,RS,0,2/2/20
eacc908f,email,mobile,MX,0,2/2/20
8bd1c252,email,mobile,US,0,2/2/20
fc22255b,email,mobile,US,1,2/2/20
e2715211,email,mobile,GB,1,2/2/20
57c2e4d5,email,mobile,US,1,2/2/20
f23cab9a,email,mobile,US,0,2/2/20
007f3e67,email,mobile,BR,1,2/2/20
69c8a369,email,mobile,US,1,2/2/20
07951b4f,email,mobile,US,1,10/15/20
0dd14fff,email,mobile,VN,1,10/15/20
2277cb7d,email,mobile,TH,1,10/15/20
694c5bba,email,mobile,US,0,10/15/20
40c84ddc,email,mobile,US,1,10/15/20
0fa227b0,email,mobile,US,1,10/15/20
96e12f39,email,mobile,US,1,10/15/20
594227c6,email,mobile,NG,0,6/28/21
dcda7cad,email,mobile,US,0,6/28/21
83b6b504,email,mobile,US,0,6/28/21
ba09338f,email,mobile,AU,1,6/28/21
aa06c76f,email,mobile,FR,0,6/28/21
d30225f4,email,mobile,US,1,6/28/21
dfa649b8,email,mobile,US,1,6/28/21
b5e9e103,email,mobile,US,0,6/28/21
0a2f1661,email,mobile,GB,0,6/28/21
3756d151,email,mobile,PT,0,6/28/21
477da347,email,mobile,US,0,6/28/21
ffad0821,email,mobile,US,0,6/28/21
0a1aaa96,email,mobile,GB,1,6/28/21
6a274d7a,email,mobile,US,0,3/11/22
561ef24e,email,mobile,US,0,3/11/22
7c3cf69d,email,mobile,US,0,3/11/22
6ad7ec5d,email,mobile,US,1,3/11/22
53613285,email,mobile,US,0,3/11/22
a3f3741b,email,mobile,US,1,3/11/22
81f9a12a,email,mobile,US,1,3/11/22
c2542981,email,mobile,GB,0,3/11/22
a7caa88f,email,mobile,US,1,3/11/22
04314ebb,email,mobile,NO,0,3/11/22
0e2d0161,email,mobile,US,0,3/11/22
0b9cc023,email,mobile,US,1,3/11/22
a212eda4,email,mobile,CL,1,3/11/22
741e9b43,email,mobile,AU,0,3/11/22
31cd527f,email,mobile,US,1,11/22/22
324e3e23,email,mobile,SE,1,11/22/22
12fea299,email,mobile,CO,1,11/22/22
555961c7,email,mobile,US,0,11/22/22
91b15ad4,email,mobile,AE,0,11/22/22
da337228,email,mobile,US,0,5/23/19
5f3f3e6e,email,mobile,JP,0,5/23/19
d5562e10,email,mobile,US,0,5/23/19
e59331c2,email,mobile,US,1,5/23/19
eb82d59f,email,mobile,GB,1,2/3/20
5ebe0461,email,mobile,US,1,2/3/20
f76a47e9,email,mobile,NL,1,2/3/20
c336fbe3,email,mobile,US,0,2/3/20
a3d46603,email,mobile,US,0,2/3/20
a856a2a5,email,mobile,DE,1,2/3/20
a82de8e8,email,mobile,IN,0,2/3/20
d10afd9e,email,mobile,US,1,2/3/20
89d7d899,email,mobile,MX,0,2/3/20
54dc471f,email,mobile,BE,1,10/16/20
